num_words,num_chars,num_sentences,avg_sentence_length,num_unique_words,vocabulary_richness,avg_word_length,num_punctuations,num_uppercase_words,tb_polarity,tb_subjectivity,kw_employment_positive_count,kw_employment_positive_rate,kw_employment_negative_count,kw_employment_negative_rate,kw_inflation_count,kw_inflation_rate,kw_growth_count,kw_growth_rate,kw_recession_count,kw_recession_rate,kw_monetary_policy_count,kw_monetary_policy_rate,kw_housing_count,kw_housing_rate,kw_financial_conditions_count,kw_financial_conditions_rate,kw_uncertainty_count,kw_uncertainty_rate,kw_confidence_count,kw_confidence_rate,svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,unemp_lag_1,unemp_lag_2,unemp_lag_3,unemp_lag_4,unemp_lag_6,unemp_roll_mean_2,unemp_roll_std_2,unemp_roll_mean_3,unemp_roll_std_3,unemp_roll_mean_4,unemp_roll_std_4,unemp_roll_mean_6,unemp_roll_std_6,unemp_diff_1,unemp_diff_2,unemp_pct_change,month_sin,month_cos,Date,unemployment_rate,unemployment_rate_next,text_preview
4947,32318,219,22.589041095890412,1414,0.2858297958358601,5.533050333535476,354,28,0.05750823166732259,0.33101072412436044,4,0.8085708510208206,3,0.6064281382656156,17,3.4364261168384878,34,6.8728522336769755,18,3.638568829593693,42,8.489993935718617,14,2.829997978572872,9,1.8192844147968465,7,1.414998989286436,8,1.6171417020416412,0.9024093557423755,-0.2491344132159238,-0.1141538970486617,0.05647901661390357,0.12142828692987116,0.10471172266875478,-0.02920396597214081,0.049035008241899665,0.010441702743526475,-0.014991968590512002,0.006406804259280967,-0.02532224320950859,-0.017627523302394553,-0.029956833263043922,-0.10091894651880863,0.08149820638789526,-0.0549874670232318,-0.07559600134540985,0.04166630082189455,0.002281935081684375,0.022649104621128704,0.011340518442665575,0.06633875844832848,0.09684631749734918,0.13843093245672103,0.2013385796102736,0.07856999420934935,0.03928812258914791,6.5,6.6,6.5,6.6,6.8,6.3,0.28284271247462095,6.3999999999999995,0.26457513110646064,6.425,0.22173557826083756,6.5,0.20976176963403179,-0.40000000000000036,-0.5,-0.06153846153846154,0.49999999999999994,-0.8660254037844387,1994-05-17,6.1,6.1,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, May 17, 1994, at 9:00 a.m. PRESENT: Mr. "
6763,43709,301,22.46843853820598,1609,0.23791216915570013,5.463108088126571,491,54,0.069575260804769,0.2992126179831097,2,0.2957267484844004,4,0.5914534969688008,42,6.210261718172409,51,7.54103208635221,20,2.9572674848440044,38,5.618808221203608,10,1.4786337424220022,11,1.6264971166642024,14,2.0700872393908027,10,1.4786337424220022,0.859262998537657,-0.3240875531266411,-0.12409707561933454,0.17824505887160905,-0.01358625948366137,0.177773774366588,0.10582369916106356,-0.017749900163510832,-0.02073276065342081,-0.13993680206766437,-0.010400526001090083,-0.06495980254313356,0.0021926352977936453,-0.015445311170065694,-0.025124019476615727,0.05029128005388549,-0.005955159827048144,-0.0012038115324750553,-0.016521411129058427,-0.008808341793610439,0.01699206608638234,0.0,0.04403936815752535,0.022435636749407923,0.07961128646566262,0.32446446815039415,0.041227665501639504,0.0159466246029573,6.1,6.5,6.6,6.5,6.7,6.1,0.0,6.233333333333333,0.23094010767585282,6.324999999999999,0.2629955639676615,6.3999999999999995,0.23664319132398634,0.0,-0.40000000000000036,0.0,-0.4999999999999997,-0.8660254037844388,1994-07-06,6.1,6.0,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., beginning on Tuesday, July 5, 1994, at 2:30 p.m. and"
4951,32024,224,22.102678571428573,1371,0.2769137547970107,5.468390224197132,349,35,0.035722915428797776,0.3110135670429787,1,0.20197939810139365,2,0.4039587962027873,21,4.241567360129267,35,7.0692789335487785,14,2.8277115734195113,39,7.877196525954353,19,3.8376085639264796,8,1.6158351848111492,12,2.423752777216724,9,1.817814582912543,0.8588631069159812,-0.2823564523271354,-0.11435413376114696,0.1941897792764716,0.23064088139582667,-0.04720971149102976,-0.0017794452403617894,-0.08872100645607647,-0.005376383982154467,0.023172222645338938,-0.05730436432092623,-0.029062982650236213,-0.0622580092145275,0.0258911538564963,-0.020925331340170657,0.03990589551862506,0.030712879159228077,-0.06847697367401362,-0.01706605959134867,-0.005457192260215266,0.014050822847682913,0.0,0.060383715628289876,0.0,0.32456943726857906,0.19771415412017732,0.037977662309810464,0.0,6.1,6.1,6.5,6.6,6.6,6.05,0.07071067811866763,6.066666666666666,0.05773502691897211,6.174999999999999,0.22173557826083964,6.3,0.2607680962081077,-0.09999999999999964,-0.09999999999999964,-0.016393442622950727,-0.8660254037844385,-0.5000000000000004,1994-08-16,6.0,5.9,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, August 16, 1994, at 9:00 a.m. PRESENT: M"
5137,33506,225,22.83111111111111,1400,0.2725326065797158,5.522678606190383,353,29,0.03685064935064935,0.3211169878508587,3,0.5839984426708196,0,0.0,48,9.343975082733113,38,7.397313607163714,15,2.9199922133540976,46,8.954642787619232,13,2.530659918240218,9,1.7519953280124587,13,2.530659918240218,11,2.1413276231263385,0.8927632231594713,-0.2450328684552796,-0.11274070962044662,0.17861960219572337,0.16585975095599967,-0.028886396100443072,0.007635234427637156,-0.0766705742345084,0.024349455526512777,0.000400396573161714,-0.08102397650578867,-0.004114468402034584,-0.052494268248130554,-0.005244856373442178,0.007404119198885007,0.062164819601693094,0.045827681948901786,-0.04009371602885603,-0.001306026036098929,0.034934356377762356,0.0206263481549689,0.004813671742784855,0.07256136868906157,0.0,0.2760550849564912,0.19649917112547405,0.06606782327944975,0.0,6.0,6.1,6.1,6.5,6.5,5.95,0.07071067811867014,6.0,0.10000000000000527,6.0249999999999995,0.09574271077564929,6.2,0.28284271247462084,-0.09999999999999964,-0.1999999999999993,-0.016666666666666607,-1.0,-1.8369701987210297e-16,1994-09-27,5.9,5.8,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, September 27, 1994, at 9:00 a.m. PRESENT"
5544,36785,247,22.445344129554655,1479,0.2667748917748918,5.6352813852813854,379,30,0.06603603419641156,0.36401174820986115,3,0.5411255411255411,0,0.0,40,7.215007215007215,38,6.854256854256854,7,1.2626262626262628,44,7.936507936507936,19,3.427128427128427,11,1.984126984126984,15,2.7056277056277054,20,3.6075036075036073,0.9027723941650451,-0.22206295010980787,-0.1530337567134497,0.08951827300665831,0.005320592401931777,-0.04314278380992632,0.04419616010928042,0.07856688631887628,0.0013776241440213825,-0.03146739256209958,-0.06612348289731403,0.009484967540365706,-0.04951853402874372,-0.04141679396916455,-0.08203350666233895,0.054925003301804706,0.025758657098393086,-0.06962224301262963,0.03211522337101666,0.02940156693191277,0.01658580619834966,0.007228225150864753,0.10399365914249968,0.0,0.09859003246775752,0.18396797955688446,0.13846772789224657,0.14367856428180706,5.9,6.0,6.1,6.1,6.6,5.75,0.21213203435597164,5.833333333333333,0.2081665999466161,5.9,0.21602468994693738,6.033333333333332,0.29439202887759747,-0.3000000000000007,-0.40000000000000036,-0.05084745762711873,-0.5000000000000004,0.8660254037844384,1994-11-15,5.6,5.5,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, November 15, 1994, at 9:00 a.m. PRESENT:"
5746,37641,268,21.440298507462686,1562,0.27184128089105464,5.550991994430908,383,32,0.06488295654962323,0.3407437469937469,4,0.6961364427427776,0,0.0,49,8.527671423599026,46,8.005569091541943,12,2.088409328228333,45,7.831534980856248,14,2.4364775495997213,9,1.5663069961712497,16,2.7845457709711106,14,2.4364775495997213,0.8559694844177007,-0.21317080507699598,-0.13850006162167386,0.05914164696812623,-0.025382715723695413,-0.0720139665957277,0.15604806394132642,0.2922432003310735,0.06501179621728469,0.04055845439302497,-0.13610221603559428,0.01933014435193833,-0.01144879372405218,-0.006606730263118665,-0.014415812432023264,0.07791078026378423,0.044990303033222254,-0.030867119993060757,0.03708169120123123,0.03481405527551831,0.0,0.014559541464680307,0.08469006495699422,0.0,0.0,0.1816960961192474,0.10109214288233835,0.37713219993094443,5.6,5.9,6.0,6.1,6.5,5.55,0.07071067811868019,5.666666666666667,0.2081665999466161,5.75,0.23804761428477172,5.866666666666666,0.2581988897471649,-0.09999999999999964,-0.40000000000000036,-0.017857142857142794,-2.4492935982947064e-16,1.0,1994-12-20,5.5,5.6,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, December 20, 1994, at 9:00 a.m. PRESENT:"
8234,53039,365,22.55890410958904,1963,0.23840174884624726,5.441583677435026,543,65,0.04803030303030302,0.25641724941724947,3,0.3643429681807141,0,0.0,43,5.222249210590236,47,5.708039834831188,16,1.9431624969638086,54,6.5581734272528545,29,3.5219820257469032,16,1.9431624969638086,17,2.064610153024047,13,1.5788195287830946,0.8688677124168362,-0.1934963617915458,-0.28611120087116465,0.07819901427831993,-0.0409333229444595,0.0744684187733371,0.09340496856053493,0.08422881310283838,-0.028896594983538863,-0.10823976150834312,-0.07803375674550946,-0.004593501018534359,-0.041040320014974485,0.04676048988969626,-0.004544647589051191,-0.0056881744380890996,0.082125186592969,0.021078810793784306,0.02999112138805439,-0.0239782193107637,0.004430898854738234,0.0,0.16078511217386354,0.03003139133569418,0.017397632579938985,0.24125112534170587,0.08374706298244784,0.13526804407632723,5.5,5.6,5.9,6.0,6.1,5.45,0.0707106781186827,5.5,0.10000000000000635,5.6,0.2160246899469423,5.75,0.28809720581776277,-0.09999999999999964,-0.1999999999999993,-0.018181818181818077,0.8660254037844386,0.5000000000000001,1995-02-01,5.4,5.4,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., starting on Tuesday, January 31, 1995 at 1:30 p.m. a"
7686,50017,370,20.772972972972973,1874,0.2438199323445225,5.5076762945615405,551,94,0.009915329768270944,0.3605397870103752,3,0.39032006245121,1,0.13010668748373666,31,4.033307311995837,38,4.944054124381993,38,4.944054124381993,68,8.847254748894093,23,2.992453812125943,8,1.0408534998698933,11,1.4311735623211033,9,1.17096018735363,0.785832875763163,0.009637548226375471,-0.49499575059663886,-0.14861027378406633,0.06619713754962854,0.14727672342137937,-0.09172411361141138,-0.03053651663473034,0.09548489151720395,0.06949609728613543,-0.030253470249261682,-0.017773735172335086,-0.0396263400906593,-0.0034809760331396765,0.016380125544692297,0.046034661075915105,0.022550829736097466,-0.09872657842867835,-0.0603969179589864,0.013803616020022134,0.0028731927483482546,0.0,0.3139599969992485,0.18839970456227875,0.0,0.09779219096828928,0.08840506407174352,0.0,5.4,5.5,5.6,5.9,6.1,5.4,0.0,5.433333333333334,0.05773502691897525,5.475,0.0957427107756697,5.633333333333333,0.25819888974716687,0.0,-0.09999999999999964,0.0,1.0,6.123233995736766e-17,1995-03-28,5.4,5.8,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, March 28, 1995 at 9:00 a.m. PRESENT: Mr."
5025,32776,228,22.039473684210527,1411,0.2807960199004975,5.522786069651741,338,37,0.03542645297964447,0.2991249884866905,1,0.1990049751243781,0,0.0,16,3.1840796019900495,37,7.36318407960199,26,5.17412935323383,35,6.965174129353234,18,3.582089552238806,10,1.990049751243781,13,2.587064676616915,7,1.3930348258706469,0.9056339844417839,-0.2203857411381809,-0.12900180581681475,0.0793522346862687,0.10456047105293019,0.015296591837913976,-0.07599211016430726,0.049276905990896444,-0.023557700529182202,-0.04449742375607348,0.0022771976457314387,-8.030768393645795e-05,-0.04857983295796775,-0.0634149810622055,-0.06196708527827282,0.052221432085345534,0.009668516670972774,-0.039791387387989506,0.04552460641937595,0.015163502162408636,0.007470666590265252,0.01817348481316079,0.08006205284797163,0.05572767543305522,0.16539220599812018,0.1694168570665427,0.13193353874044048,0.03924577816998286,5.4,5.4,5.5,5.6,6.0,5.5,0.1414213562373225,5.466666666666666,0.11547005383793073,5.475,0.0957427107756697,5.566666666666666,0.18618986725026138,0.1999999999999993,0.1999999999999993,0.03703703703703698,0.49999999999999994,-0.8660254037844387,1995-05-23,5.6,5.6,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, May 23, 1995, at 9:00 a.m. PRESENT: Mr. "
7032,44741,310,22.683870967741935,1597,0.22710466439135382,5.362627986348123,457,72,0.027791756854256854,0.3086395202020202,1,0.1422070534698521,0,0.0,44,6.257110352673493,51,7.252559726962458,23,3.270762229806598,59,8.390216154721275,19,2.7019340159271903,12,1.7064846416382253,20,2.844141069397042,23,3.270762229806598,0.8302490565116332,-0.33988808212320115,-0.10073682059342147,0.1803838544094256,-0.014734898779258371,0.1274462153880387,0.04732802700672255,0.010733613828944699,-0.014718024273064177,-0.172519130282546,0.06539373766885655,-0.03371472672112232,-0.013262095868669378,0.02368687160678522,0.003709753419278224,0.08069393939117936,0.022003526936981332,-0.005821378682113468,-0.014872794573615195,0.09575898354432766,0.002563511288161565,0.0,0.02397158499758985,0.0189453510976553,0.0926300103699938,0.2959762815469194,0.08675556809013452,0.023004581450574192,5.6,5.4,5.4,5.5,5.9,5.65,0.07071067811867865,5.566666666666666,0.15275252316519783,5.5249999999999995,0.15000000000002134,5.533333333333334,0.12110601416391355,0.10000000000000053,0.2999999999999998,0.017857142857143016,-0.4999999999999997,-0.8660254037844388,1995-07-06,5.7,5.7,"A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Wednesday, July 5, 1995, at 2:30 p.m., and contin"
